#mean pdf cdf
#  x      p(x)     cdf(x) 
        0.54043         0.017725         0.0023858  
        0.54059         0.017819         0.0024069  
        0.54076         0.017914         0.0024282  
        0.54093         0.018009         0.0024496  
         0.5411         0.018105         0.0024711  
        0.54127         0.018201         0.0024928  
        0.54143         0.018298         0.0025145  
         0.5416         0.018396         0.0025363  
        0.54177         0.018493         0.0025583  
        0.54194         0.018592         0.0025804  
        0.54211         0.018691         0.0026026  
        0.54228          0.01879         0.0026249  
        0.54244          0.01889         0.0026474  
        0.54261          0.01899         0.0026699  
        0.54278         0.019091         0.0026926  
        0.54295         0.019193         0.0027154  
        0.54312         0.019295         0.0027384  
        0.54329         0.019398         0.0027614  
        0.54345         0.019501         0.0027846  
        0.54362         0.019605         0.0028079  
        0.54379         0.019709         0.0028313  
        0.54396         0.019814         0.0028548  
        0.54413         0.019919         0.0028785  
         0.5443         0.020025         0.0029023  
        0.54446         0.020132         0.0029262  
        0.54463         0.020239         0.0029502  
         0.5448         0.020346         0.0029744  
        0.54497         0.020455         0.0029987  
        0.54514         0.020564         0.0030232  
         0.5453         0.020673         0.0030477  
        0.54547         0.020783         0.0030724  
        0.54564         0.020893         0.0030972  
        0.54581         0.021005         0.0031222  
        0.54598         0.021116         0.0031473  
        0.54615         0.021229         0.0031725  
        0.54631         0.021342         0.0031979  
        0.54648         0.021455         0.0032233  
        0.54665         0.021569          0.003249  
        0.54682         0.021684         0.0032747  
        0.54699           0.0218         0.0033006  
        0.54716         0.021916         0.0033267  
        0.54732         0.022032         0.0033528  
        0.54749         0.022149         0.0033792  
        0.54766         0.022267         0.0034056  
        0.54783         0.022386         0.0034322  
          0.548         0.022505          0.003459  
        0.54817         0.022625         0.0034858  
        0.54833         0.022745         0.0035129  
         0.5485         0.022866           0.00354  
        0.54867         0.022988         0.0035673  
        0.54884          0.02311         0.0035948  
        0.54901         0.023233         0.0036224  
        0.54918         0.023356         0.0036501  
        0.54934         0.023481          0.003678  
        0.54951         0.023606         0.0037061  
        0.54968         0.023731         0.0037343  
        0.54985         0.023857         0.0037626  
        0.55002         0.023984         0.0037911  
        0.55018         0.024112         0.0038198  
        0.55035          0.02424         0.0038486  
        0.55052         0.024369         0.0038775  
        0.55069         0.024499         0.0039066  
        0.55086         0.024629         0.0039359  
        0.55103          0.02476         0.0039653  
        0.55119         0.024892         0.0039949  
        0.55136         0.025024         0.0040246  
        0.55153         0.025157         0.0040545  
         0.5517         0.025291         0.0040846  
        0.55187         0.025426         0.0041148  
        0.55204         0.025561         0.0041451  
         0.5522         0.025697         0.0041757  
        0.55237         0.025834         0.0042064  
        0.55254         0.025971         0.0042372  
        0.55271         0.026109         0.0042682  
        0.55288         0.026248         0.0042994  
        0.55305         0.026388         0.0043308  
        0.55321         0.026528         0.0043623  
        0.55338         0.026669          0.004394  
        0.55355         0.026811         0.0044258  
        0.55372         0.026953         0.0044579  
        0.55389         0.027097         0.0044901  
        0.55405         0.027241         0.0045224  
        0.55422         0.027386          0.004555  
        0.55439         0.027531         0.0045877  
        0.55456         0.027678         0.0046205  
        0.55473         0.027825         0.0046536  
         0.5549         0.027973         0.0046868  
        0.55506         0.028121         0.0047203  
        0.55523         0.028271         0.0047538  
         0.5554         0.028421         0.0047876  
        0.55557         0.028572         0.0048216  
        0.55574         0.028724         0.0048557  
        0.55591         0.028877           0.00489  
        0.55607          0.02903         0.0049245  
        0.55624         0.029184         0.0049592  
        0.55641         0.029339          0.004994  
        0.55658         0.029495         0.0050291  
        0.55675         0.029652         0.0050643  
        0.55692         0.029809         0.0050997  
        0.55708         0.029968         0.0051353  
        0.55725         0.030127         0.0051711  
        0.55742         0.030287         0.0052071  
        0.55759         0.030448         0.0052433  
        0.55776          0.03061         0.0052796  
        0.55793         0.030772         0.0053162  
        0.55809         0.030935         0.0053529  
        0.55826           0.0311         0.0053899  
        0.55843         0.031265          0.005427  
         0.5586         0.031431         0.0054644  
        0.55877         0.031598         0.0055019  
        0.55893         0.031765         0.0055397  
         0.5591         0.031934         0.0055776  
        0.55927         0.032104         0.0056158  
        0.55944         0.032274         0.0056541  
        0.55961         0.032445         0.0056926  
        0.55978         0.032617         0.0057314  
        0.55994          0.03279         0.0057704  
        0.56011         0.032964         0.0058095  
        0.56028         0.033139         0.0058489  
        0.56045         0.033315         0.0058885  
        0.56062         0.033492         0.0059283  
        0.56079          0.03367         0.0059683  
        0.56095         0.033848         0.0060085  
        0.56112         0.034028         0.0060489  
        0.56129         0.034208         0.0060896  
        0.56146         0.034389         0.0061304  
        0.56163         0.034572         0.0061715  
         0.5618         0.034755         0.0062128  
        0.56196         0.034939         0.0062543  
        0.56213         0.035124          0.006296  
         0.5623         0.035311          0.006338  
        0.56247         0.035498         0.0063802  
        0.56264         0.035686         0.0064226  
         0.5628         0.035875         0.0064652  
        0.56297         0.036065          0.006508  
        0.56314         0.036256         0.0065511  
        0.56331         0.036448         0.0065944  
        0.56348         0.036641          0.006638  
        0.56365         0.036835         0.0066817  
        0.56381          0.03703         0.0067257  
        0.56398         0.037226         0.0067699  
        0.56415         0.037423         0.0068144  
        0.56432         0.037621         0.0068591  
        0.56449          0.03782          0.006904  
        0.56466         0.038021         0.0069492  
        0.56482         0.038222         0.0069946  
        0.56499         0.038424         0.0070403  
        0.56516         0.038627         0.0070862  
        0.56533         0.038832         0.0071323  
         0.5655         0.039037         0.0071787  
        0.56567         0.039243         0.0072253  
        0.56583         0.039451         0.0072722  
          0.566          0.03966         0.0073193  
        0.56617         0.039869         0.0073667  
        0.56634          0.04008         0.0074143  
