#t pdf cdf
#  x      p(x)     cdf(x) 
        0.74551       6.5163e-06        4.6349e-08  
         0.7473       6.8657e-06        4.9091e-08  
        0.74909       7.2327e-06        5.1988e-08  
        0.75089       7.6181e-06        5.5046e-08  
        0.75269       8.0226e-06        5.8274e-08  
         0.7545       8.4472e-06        6.1682e-08  
        0.75631       8.8929e-06        6.5278e-08  
        0.75812       9.3606e-06        6.9073e-08  
        0.75994       9.8512e-06        7.3077e-08  
        0.76176       1.0366e-05          7.73e-08  
        0.76359       1.0906e-05        8.1754e-08  
        0.76542       1.1472e-05        8.6451e-08  
        0.76726       1.2065e-05        9.1404e-08  
         0.7691       1.2687e-05        9.6624e-08  
        0.77094       1.3339e-05        1.0213e-07  
        0.77279       1.4023e-05        1.0793e-07  
        0.77464       1.4739e-05        1.1404e-07  
         0.7765       1.5489e-05        1.2047e-07  
        0.77836       1.6275e-05        1.2725e-07  
        0.78023       1.7098e-05        1.3439e-07  
         0.7821       1.7959e-05        1.4191e-07  
        0.78398       1.8861e-05        1.4983e-07  
        0.78586       1.9805e-05        1.5816e-07  
        0.78774       2.0794e-05        1.6693e-07  
        0.78963       2.1828e-05        1.7616e-07  
        0.79153        2.291e-05        1.8587e-07  
        0.79343       2.4042e-05        1.9609e-07  
        0.79533       2.5226e-05        2.0683e-07  
        0.79724       2.6464e-05        2.1813e-07  
        0.79915       2.7758e-05        2.3002e-07  
        0.80107       2.9112e-05        2.4251e-07  
        0.80299       3.0526e-05        2.5564e-07  
        0.80491       3.2005e-05        2.6944e-07  
        0.80684        3.355e-05        2.8395e-07  
        0.80878       3.5164e-05        2.9919e-07  
        0.81072        3.685e-05         3.152e-07  
        0.81266       3.8611e-05        3.3202e-07  
        0.81461        4.045e-05        3.4968e-07  
        0.81657       4.2371e-05        3.6822e-07  
        0.81852       4.4376e-05         3.877e-07  
        0.82049       4.6468e-05        4.0814e-07  
        0.82246       4.8652e-05        4.2959e-07  
        0.82443       5.0932e-05         4.521e-07  
        0.82641       5.3309e-05        4.7573e-07  
        0.82839        5.579e-05        5.0051e-07  
